28575,29231,26250,29275,29202,31979,11556,26581
26069,29231,23064,23330,27605,34511,6308,24303
24616,24045,22577,24489,26077,32312,6741,22980
24124,23862,21986,22571,24080,33399,5794,22259
24194,23218,23094,24150,23347,24080,7210,21328
24538,25070,20424,24611,26937,33927,6870,23197
24855,23511,21333,27872,29507,37507,10037,24946
27492,26677,25225,27012,29997,31119,5858,24769
24336,24394,25204,25440,29549,36430,6696,24578
24209,26484,25034,25175,27044,37792,6400,24591
24668,24478,23477,23077,27802,34233,6181,23417
24687,22600,24201,23390,26846,34033,6870,23232
25657,24489,25386,25045,29221,44495,5511,25686
23967,24637,23006,24764,26765,31060,6426,22946
25834,27311,25776,26292,29572,30861,5437,24440
27017,27226,27430,32924,15621,34757,79,23579
9939,28150,24735,24444,27003,35340,7099,22387
25841,25256,24822,25213,31149,36386,6543,25030
9694,27070,23487,24207,26287,35069,6530,21763
24253,23684,23865,24759,27229,32192,6524,23215
24559,24678,24594,25298,28566,35641,7741,24440
9966,28934,24801,26582,31464,32809,6096,22950
26299,25288,23884,28432,28432,30823,7072,24319
24341,25360,24375,25890,28446,35825,5954,24313
24396,24501,23423,24714,26815,32476,6375,23243
23972,23643,23702,25374,27483,36017,7076,23895
25164,25521,24067,24671,26245,33783,6648,23728
24468,24927,23116,26334,26959,34452,7539,23971
25069,25375,24382,25879,27746,33281,7756,24213
26572,26048,24502,24830,27738,29622,6556,23695
27430,25849,25428,27122,27633,33138,7019,24803
27241,25929,24958,27444,29110,30200,5658,24363
25747,25543,24575,26645,29034,33554,6942,24577
26419,27330,26344,27832,32034,33302,6588,25693
9826,29664,28043,28755,32551,35398,7440,24525
29582,25965,24599,24676,26495,24285,8604,23458
24432,24543,23152,24937,25524,33042,6469,23157
24285,24126,24012,26804,27692,32945,6527,23770
24490,25066,23713,23638,27445,35751,7304,23915
24130,24750,23850,25324,26614,32849,7077,23513
21007,23233,23811,24392,27290,34105,7550,23055
23529,23877,24023,24026,26540,33984,6944,23275
23485,21116,22924,24107,26544,33009,7593,22683
27030,28086,26604,27823,30756,29963,6985,25321
23882,23993,22678,22121,25298,34694,9296,23137
26124,25444,24380,27609,26675,37781,20583,26942
25539,26795,25571,28352,28210,37442,11104,26145
27219,28790,26190,29393,35847,41391,13917,28964
30401,29422,27236,31090,32145,45320,14105,29960
28917,29476,25420,31199,32275,45313,16143,29820
32869,32937,31700,37352,38879,49687,20662,34869
47974,45379,40903,76,19184,34266,10959,28392
,,,,,,,
,,,,,Avg ,24583.32143,
,,,,,Min,76,
,,,,,Max,49687,
