19708,21440,20869,21394,19204,22437,4866,18560
17343,17440,16163,14639,16849,22907,4849,15741
16700,16610,16471,14957,18006,22458,4684,15698
16269,15990,15808,15248,17438,23031,5148,15562
17140,16935,17352,16831,19865,25632,5280,17005
17345,19313,23144,16880,19313,23144,4942,17726
19622,18599,16660,17384,19766,22052,4832,16988
18126,19299,17131,11469,22017,21093,5053,16313
17269,19940,17833,17292,19880,25548,5229,17570
18391,18114,17601,17108,19727,25439,5634,17431
18650,18539,17974,17721,18468,24907,7535,17685
17901,19123,16609,19489,21547,29567,3976,18316
17153,17546,17066,17708,20218,23650,5482,16975
18790,19469,18184,19394,20622,20904,4354,17388
18327,19446,18011,22418,10222,23884,140,16064
7624,19801,17924,18445,20079,23607,4745,16032
17261,17333,17530,17234,21126,26794,5497,17539
7339,19660,18358,18687,19697,23617,4971,16047
17174,17216,16917,17473,19352,26588,5446,17167
15927,17581,17555,17823,19884,23799,5515,16869
18616,18076,17550,17434,20046,23145,5283,17164
7341,21406,20518,20823,22150,22943,5056,17177
16602,15771,17691,17759,20797,23790,6042,16922
18350,18701,17806,18205,21257,24772,4386,17640
16781,17660,17319,16744,19519,24688,5319,16861
18582,17076,16773,17570,21014,25765,2805,17084
16516,16265,16044,17626,19335,25382,6104,16753
17715,17663,16607,19362,20880,24707,5378,17473
18345,19751,16195,18629,20886,24073,5277,17594
18345,19751,16195,18629,20886,24073,5277,17594
19127,18684,16306,17897,20217,21482,4892,16944
18110,17361,18556,17509,19364,20152,4840,16556
17013,18052,17764,17802,20010,21561,5225,16775
18694,18666,19023,20437,23718,22029,4661,18175
7220,21309,19569,19224,23010,23737,8893,17566
22206,17248,17737,17245,19192,25471,5428,17790
16134,18297,16355,18016,19703,23317,5200,16717
18289,17721,17514,17188,19672,23733,5331,17064
16981,18387,17785,18011,19238,25288,5550,17320
16768,18363,16626,17000,18984,22671,5610,16575
17656,17544,15954,17799,19180,23095,5344,16653
17053,17970,17768,16062,18714,22255,4671,16356
16725,17375,17781,16971,20198,22259,5991,16757
18160,19418,17798,17740,19719,22787,5928,17364
17140,16375,16953,17592,18877,23414,6292,16663
17165,17605,17425,18142,19303,23000,10427,17581
16742,17945,16777,18785,21576,24065,7652,17649
17046,19229,18017,19717,21198,23376,8599,18169
19117,20088,18963,19513,23022,24271,9281,19179
19812,18899,19381,20540,22929,27117,11549,20032
22655,23201,23416,27211,32118,31510,13129,24749
105,9670,20237,19335,19258,20159,6441,13601
