97,15715,14163,15163,18078,20969,4657,12692
16471,16172,14903,15344,15994,19658,4552,14728
14788,13314,13941,14366,17095,19140,3852,13785
16208,17208,14337,15626,19256,19837,5049,15360
15828,13660,14068,15671,18519,21135,5032,14845
16099,13909,13540,14575,17972,20842,4555,14499
"17,743","17,773","15,493","16,420","18,541","20,682","4,232",15841
15576,17199,15353,13867,17938,19771,4588,14899
15911,12716,13975,11744,14044,20653,4817,13409
17054,17019,17165,13668,20368,24953,3939,16309
14251,16552,15912,15819,17741,19507,5239,15003
"15,918","17,089","15,718","18,132","18,132","21,214","4,650",15836
16693,16471,17499,20471,11489,19751,2525,14986
6598,1873,15526,16848,18225,18102,4629,11686
17070,14587,16195,16037,16666,19035,4248,14834
16961,15949,15572,15955,17260,19362,5455,15216
16632,15742,15170,15593,16779,21146,4399,15066
16772,16871,15266,16982,18954,19731,5313,15698
5699,16736,16348,16316,18044,21020,4416,14083
16942,16407,15507,15985,17915,16625,4478,14837
"16,955","16,635","15,450","16,254","18,338","22,316","4,468",15774
6297,17183,17134,18066,19337,20609,4606,14747
17259,16234,16731,16023,18593,21863,4424,15875
16600,16466,16136,18501,18366,22214,4450,16105
16197,15688,14828,15173,16839,19495,3731,14564
15543,15396,14418,14673,16895,20903,5050,14697
15828,15204,14900,14830,16814,17705,5179,14351
14757,15247,13672,14894,16444,19822,5157,14285
14828,15541,15154,16011,16767,22087,4646,15005
17555,16030,16194,15461,17677,18999,4053,15138
"17,414","17,435","16,194","16,658","18,361","20,139","4,354",15794
16508,16215,15278,16189,16492,21007,4151,15120
15417,16296,15201,16658,18208,19913,4235,15133
16790,16363,15652,17421,17963,21310,3709,15601
6653,19520,17252,18106,21102,27713,5063,16487
17708,17541,16159,15655,17212,18562,6233,15581
16370,15826,16025,15742,17494,19796,4842,15156
18120,15828,14893,14725,14890,23551,5074,15297
15563,16701,16081,15598,16001,21893,5038,15268
15984,16721,15414,15342,16108,20869,4364,14972
15526,15328,14937,14494,15192,18959,4780,14174
16333,16004,14968,15138,17297,20502,4644,14984
"15,874","14,759","15,126","15,256","17,775","33,101","5,460",16764
17957,15922,16949,16671,18578,22573,6063,16388
16621,16730,16106,15873,18219,24603,5342,16213
17517,17104,16322,18780,19379,22643,9898,17378
17753,17167,16077,15958,20604,22686,6903,16735
18831,16526,16455,16155,21072,24631,8459,17447
18995,18062,15357,20388,21229,26266,9701,18571
19410,18215,17831,18174,20759,23623,10965,18425
21929,22924,22986,26707,31515,30908,12902,24267
18483,0,8494,16004,19117,18914,4824,12262
